"numero.granos","numero.piezas","longitud.objetivo","bombeo1","bombeo2","bombeo3","presion1","presion2","presion3","suciedad.molde","temperatura1","temperatura2","tiempo.solido","quimico1","quimico2","quimico3","quimico4","quimico5","quimico6","defecto"
0.181818181818182,0.2,0.1875,0.858395144976399,0.0748898429179436,0.363374880153404,0.637096774193548,0.899543342408184,0.127906979827644,0.801980198019802,0.473684210526316,0.473684210526316,0.154857156397356,0,0.613180515759312,0.454545454545455,0.647727272727273,0.55,0.001,0
0.0909090909090909,0.2,0.395833333333333,0.696561024949427,0.0778267115848662,0.315436241610738,0.539170506912442,0.794520544366016,0.610717881192291,0.0594059405940594,0.43859649122807,0.333333333333333,0.166712741001682,0,0.412607449856734,0.267532467532467,0.240909090909091,0.6,0.001,0
0.272727272727273,0.6,0.0625,1,0.139500729525817,0.0757430488974113,1,0.680365378329574,0.95955505068998,0.663366336633663,0.385964912280702,0.421052631578947,0.216022810745061,0,0.696275071633238,0.516883116883117,0.890909090909091,0.6,0.001,0
0.454545454545455,0.6,0.0625,0.747134187457856,0.0666666778698895,0.292425695110259,0.566244239631336,0.895890464885314,0.143579396479924,1,0.578947368421053,0.56140350877193,0.130869541178608,0,0.406876790830946,0.0701298701298699,0.040909090909091,0.7,0.001,0
0.454545454545455,0.6,0.0625,0.865138233310856,0.0740088215291431,0.292425695110259,0.637096774193548,0.864840222098993,0.155712852344489,1,0.543859649122807,0.543859649122807,0.108611688137307,0,0.378223495702006,0.205194805194805,0.0477272727272727,0.75,0.001,0
0.454545454545455,0.6,0.0655,0.531355360755226,0.261380303066205,0.350910834132311,0.68721198156682,0.775342458356437,0.616784657338641,1,NA,NA,0.128397324002622,0,0.3810888252149,0.101298701298701,0.0931818181818182,0.5,0.001,0
0.272727272727273,0.4,0.129,0.797707349966285,0.00440527499233072,0.325023969319271,0.288594470046083,0.589041132278809,0.661273995508713,0.821782178217822,0.333333333333333,0.403508771929825,0.323741973192635,0,0.713467048710602,0.223376623376624,0.879545454545455,0.5,0.001,0
0.181818181818182,0.4,0.135416666666667,0.865138233310856,0.145374410843553,0.37679769894535,0.740783410138249,0.759817336963275,0.289686535997383,0.673267326732673,NA,NA,0.146413705403335,0,0.627507163323782,0.405194805194805,0.672727272727273,0.6,0.001,0
0.454545454545455,0.6,0.0625,0.747134187457856,0.0719530302671303,0.292425695110259,0.637096774193548,0.895890464885314,0.143579396479924,1,0.543859649122807,0.56140350877193,0.116660216259764,0,0.39541547277937,0.0701298701298699,0.075,0.6,0.001,0
0.272727272727273,0.4,0.129,0.797707349966285,0.0132158249769893,0.282837967401726,0.179147465437788,0.635616452911523,0.656218364791445,0.722772277227723,0.333333333333333,0.368421052631579,0.189894713562441,0.2,0.693409742120344,0.207792207792208,0.886363636363636,0.5,0.001,0
0.272727272727273,0.4,0.129,0.797707349966285,0.00440527499233072,0.325023969319271,0.288594470046083,0.593607359822718,0.646107199785043,0.821782178217822,0.403508771929825,0.385964912280702,0.151721468797144,0,0.653295128939828,0.202597402597403,0.890909090909091,0.6,0.001,0
0,0,0.8125,0.908968307484828,0.079882502846879,0.477468839884947,0.824308755760369,0.904109569952096,0.0960566220226093,0.336633663366337,0.824561403508772,0.842105263157895,0.290758014959678,0,0.441260744985674,0.205194805194805,0.206818181818182,0.6,0.001,1
0.181818181818182,0.2,0.145833333333333,0.0896830748482805,0.997063187349187,0.424736337488015,0.0725806451612903,0.442922416981777,0.261880663480535,0.554455445544555,NA,NA,0.160409771971534,0,0.401146131805158,0.137662337662337,0.243181818181818,0.5,0.001,0
0,0,0.8125,0.696561024949427,0.0763583052594611,0.203259827420901,0.637672811059908,0.792694105604581,0.635995938350502,0.554455445544555,NA,NA,0.104354419581856,0.2,0.406876790830946,0.051948051948052,0.104545454545455,0.55,0.001,0
0.454545454545455,0.6,0.0655,0.531355360755226,0.273421414186092,0.350910834132311,0.758640552995392,0.761643862818257,0.621840288055909,1,NA,NA,0.146026680989203,0,0.415472779369627,0.12987012987013,0.0954545454545455,0.6,0.001,0
0,0,0.8125,0.696561024949427,0.0719529742510177,0.315436241610738,0.539170506912442,0.826484050079832,0.595550989040482,0.900990099009901,NA,NA,0.194049302171286,0.2,0.429799426934097,0.11948051948052,0.136363636363636,0.7,0.001,0
0.272727272727273,0.4,0.135416666666667,0.865138233310856,0.079882502846879,0.327900287631831,0.711981566820276,0.960730565053347,0.15065722162722,0.207920792079208,0.43859649122807,0.473684210526316,0.211394314690341,0,0.653295128939828,0.32987012987013,0.547727272727273,0.65,0.001,0
0.272727272727273,0.4,0.135416666666667,0.699932569116655,0.0807635802517888,0.327900287631831,0.752304147465438,0.908675797496008,0.15065722162722,0.138613861386139,0.43859649122807,0.473684210526316,0.177391455448751,0,0.607449856733524,0.366233766233766,0.602272727272727,0.65,0.001,0
0.454545454545455,0.6,0.0625,0.696561024949427,0.0763583052594611,0.203259827420901,0.637672811059908,0.797260246054943,0.625884676915961,0.554455445544555,NA,NA,0.131217073305583,0,0.472779369627507,0.0961038961038959,0.1,0.75,0.001,0
0.454545454545455,0.4,0.0833333333333333,0.696561024949427,0.0837003929026022,0.315436241610738,0.539170506912442,0.789954403915655,0.610717881192291,0.099009900990099,0.596491228070175,0.508771929824561,0.146350517743885,0,0.409742120343839,0.257142857142857,0.220454545454545,0.35,0.001,0
0.0909090909090909,0.2,0.4375,0.662845583277141,0.274596184059307,0.350910834132311,0.855990783410138,0.712328796949843,0.686552052666925,0.95049504950495,0.56140350877193,0.526315789473684,0.234363028900456,0,0.449856733524355,0.168831168831169,0.0545454545454545,0.55,0.002,0
0.181818181818182,0.4,0.129,0.797707349966285,0.016152693643915,0.282837967401726,0.288594470046083,0.694063973867754,0.676440887660522,0.97029702970297,0.421052631578947,0.350877192982456,0.151121186032368,0,0.759312320916905,0.205194805194805,0.961363636363636,0.6,0.001,0
0.0909090909090909,0.2,0.395833333333333,0.696561024949427,0.0719529742510177,0.315436241610738,0.539170506912442,0.794520544366016,0.580384193316812,0.95049504950495,NA,NA,0.142685633495778,0,0.404011461318052,0.0883116883116884,0.104545454545455,0.6,0.001,0
0,0,1,0.699932569116655,0.0807635802517888,0.327900287631831,0.752304147465438,0.931506848122006,0.15065722162722,0.0594059405940594,NA,NA,0.181316988792089,0,0.435530085959885,0.155844155844156,0.0704545454545455,0.8,0.001,0
0.454545454545455,0.6,0.0625,0.617666891436278,0.0778267115848662,0.433365292425695,0.516129032258065,0.890410974413914,0.172396366211783,0.702970297029703,NA,NA,0.180693010655019,0,0.386819484240688,0.122077922077922,0.0909090909090909,0.3,0.001,0
0,0,1,0.699932569116655,0.0807635802517888,0.327900287631831,0.752304147465438,0.899543342408184,0.115267951248538,0.356435643564356,0.719298245614035,0.614035087719298,0.189934205849598,0,0.389684813753582,0.280519480519481,0.236363636363636,0.55,0.001,0
1,1,0,0.622387053270398,0.0290748821687116,0,0.711981566820276,0.515981752856907,0.110212344638303,0.732673267326733,0.368421052631579,0.385964912280702,0.220169500896475,0,0.707736389684814,0.181818181818182,0.827272727272727,0.5,0.001,0
0.272727272727273,0.6,0.0625,1,0.136563860858895,0.0757430488974113,1,0.689497746323845,0.964610681407248,0.663366336633663,0.43859649122807,0.385964912280702,0.26364261059815,0,0.707736389684814,0.511688311688311,0.9,0.6,0.001,0
0.454545454545455,0.6,0.0625,0.716790289952798,0.0666666778698895,0.292425695110259,0.637096774193548,0.884018221015026,0.143579396479924,1,0.56140350877193,0.508771929824561,0.0983042011895077,0,0.444126074498567,0.14025974025974,0.0954545454545455,0.65,0.001,0
0.181818181818182,0.2,0.145833333333333,0.0896830748482805,0.997063187349187,0.424736337488015,0.0725806451612903,0.442922416981777,0.256825080977334,0.554455445544555,NA,NA,0.334515469128879,0,0.435530085959885,0.0701298701298699,0.156818181818182,0.6,0.001,0
0.454545454545455,0.4,0.0833333333333333,0.696561024949427,0.0778267115848662,0.315436241610738,0.539170506912442,0.799086771909926,0.630940307633234,0.099009900990099,0.385964912280702,0.350877192982456,0.184831802349001,0,0.595988538681948,0.381818181818182,0.602272727272727,0.65,0.001,0
0.0909090909090909,0.2,0.395833333333333,0.696561024949427,0.0719529742510177,0.315436241610738,0.539170506912442,0.808219226997743,0.590495358323214,0.95049504950495,NA,NA,0.125624965444249,0,0.406876790830946,0.155844155844156,0.0977272727272728,0.35,0.002,1
0,0,0.8125,0.908968307484828,0.079882502846879,0.477468839884947,0.824308755760369,0.904109569952096,0.101112252739879,0.336633663366337,0.842105263157895,0.842105263157895,0.189594572180053,0,0.383954154727794,0.319480519480519,0.195454545454545,0.8,0.001,1
0.272727272727273,0.6,0.0625,1,0.121879573540387,0.0757430488974113,1,0.698630201411663,0.964610681407248,0.663366336633663,0.456140350877193,0.43859649122807,0.277085785146161,0,0.702005730659026,0.47012987012987,0.895454545454545,0.35,0.001,0
1,1,0,0.622387053270398,0.0290748821687116,0,0.711981566820276,0.515981752856907,0.115267951248538,0.732673267326733,0.368421052631579,0.385964912280702,0.292677340115475,0,0.707736389684814,0.181818181818182,0.827272727272727,0.5,0.001,0
0.181818181818182,0.2,0.25,0.696561024949427,0.0807635242356794,0.315436241610738,0.539170506912442,0.780821948827837,0.635995938350502,0,0.56140350877193,0.543859649122807,0.121075453963841,0,0.412607449856734,0.2,0.213636363636364,0.45,0.001,0
0.272727272727273,0.4,0.135416666666667,0.865138233310856,0.079882502846879,0.327900287631831,0.711981566820276,0.960730565053347,0.13549037768948,0.207920792079208,0.385964912280702,0.403508771929825,0.171530800034753,0,0.636103151862464,0.379220779220779,0.615909090909091,0.7,0.001,0
0.181818181818182,0.2,0.25,0.696561024949427,0.0807635242356794,0.315436241610738,0.539170506912442,0.780821948827837,0.635995938350502,0,0.543859649122807,0.56140350877193,0.147590575560593,0,0.432664756446992,0.293506493506493,0.254545454545455,0.8,0.001,0
0.454545454545455,0.6,0.0625,0.725556304787593,0.0778267115848662,0.456375838926175,0.660714285714286,0.873972590093268,0.120323557858773,0.95049504950495,0.508771929824561,0.456140350877193,0.250728632698034,0,0.573065902578797,0.444155844155844,0.643181818181818,0.55,0.001,0
0.454545454545455,0.6,0.0625,0.696561024949427,0.0763583052594611,0.203259827420901,0.637672811059908,0.797260246054943,0.620829046198693,0.554455445544555,NA,NA,0.233628472359348,0,0.472779369627507,0.0961038961038959,0.1,0.75,0.001,0
0.181818181818182,0.2,0.25,0.696561024949427,0.0807635242356794,0.315436241610738,0.539170506912442,0.780821948827837,0.630940307633234,0,0.543859649122807,0.631578947368421,0.10669236298151,0,0.39541547277937,0.306493506493507,0.204545454545455,0.7,0.001,0
0,0,0.8125,0.699932569116655,0.0866372615695248,0.327900287631831,0.752304147465438,0.904109569952096,0.0849342874800913,0.356435643564356,0.385964912280702,0.385964912280702,0.154865054854787,0,0.418338108882522,0.212987012987013,0.2,0.4,0.001,0
0.363636363636364,0.6,0.00729166666666667,0.0896830748482805,0.979441975347647,0.424736337488015,0,0.452054828522822,0.261880711694602,0.801980198019802,0.807017543859649,0.824561403508772,0.278760258121589,0,0.409742120343839,0.122077922077922,0.0931818181818182,0.6,0.001,0
0.454545454545455,0.6,0.0625,0.699932569116655,0.0748898429179436,0.327900287631831,0.752304147465438,0.97260272183009,0.115267951248538,0.811881188118812,0.859649122807018,0.807017543859649,0.177359861619026,0,0.401146131805158,0.225974025974026,0.238636363636364,0.5,0.001,0
0,0,0.5,0.838165879973028,0.0872246465061325,0.312559923298178,0.538594470046083,0.890410974413914,0.148129454482653,0.0099009900990099,0.368421052631579,0.368421052631579,0.149896925130522,0,0.598853868194842,0.431168831168831,0.636363636363636,0.6,0.001,0
0.454545454545455,0.4,0.0833333333333333,0.696561024949427,0.0778267115848662,0.315436241610738,0.539170506912442,0.799086771909926,0.630940307633234,0.099009900990099,0.385964912280702,0.350877192982456,0.184839700806432,0,0.595988538681948,0.381818181818182,0.602272727272727,0.65,0.001,0
0,0,1,0.884018880647336,0.0983847362372218,0.363374880153404,0.740783410138249,0.863013783337557,0.125379188576043,0.257425742574257,0.701754385964912,0.736842105263158,0.201268492263461,0,0.409742120343839,0.241558441558441,0.227272727272727,0.75,0.001,1
0.272727272727273,0.4,0.135416666666667,0.725556304787593,0.0831130079659945,0.432406519654842,0.560483870967742,0.931506848122006,0.155712852344489,0.0099009900990099,0.43859649122807,0.473684210526316,0.168537284668304,0,0.621776504297994,0.381818181818182,0.654545454545455,0.4,0.001,0
0.454545454545455,0.4,0.0833333333333333,0.696561024949427,0.0837003929026022,0.315436241610738,0.539170506912442,0.789954403915655,0.620829046198693,0.099009900990099,0.596491228070175,0.526315789473684,0.17207579359751,0,0.426934097421204,0.202597402597403,0.195454545454545,0.75,0.001,0
0.272727272727273,0.4,0.135416666666667,0.699932569116655,0.0807635802517888,0.327900287631831,0.752304147465438,0.908675797496008,0.155712852344489,0.138613861386139,0.43859649122807,0.491228070175439,0.194246763607068,0,0.593123209169054,0.4,0.663636363636364,0.35,0.001,0
0.454545454545455,0.4,0.0833333333333333,0.696561024949427,0.0837003929026022,0.315436241610738,0.539170506912442,0.789954403915655,0.620829046198693,0.099009900990099,0.596491228070175,0.526315789473684,0.194381037383399,0,0.421203438395415,0.285714285714286,0.229545454545455,0.25,0.001,0
0.363636363636364,0.6,0.0625,0.797707349966285,0.016152693643915,0.282837967401726,0.288594470046083,0.715981761566261,0.696663314101466,0.752475247524752,NA,NA,0.27664347153001,0.2,0.702005730659026,0.241558441558441,0.877272727272727,0.65,0.001,0
0.272727272727273,0.4,0.129,0.797707349966285,0.00881054998466145,0.325023969319271,0.288594470046083,0.648401872615758,0.58543982403408,0.851485148514851,0.333333333333333,0.368421052631579,0.139076038449691,0,0.74785100286533,0.220779220779221,0.870454545454545,0.6,0.001,0
0.272727272727273,0.6,0.0625,1,0.121879573540387,0.0757430488974113,1,0.698630201411663,0.964610681407248,0.663366336633663,0.368421052631579,0.403508771929825,0.275782539670002,0,0.684813753581662,0.480519480519481,0.890909090909091,0.45,0.001,0
0.545454545454545,0.6,0.00729166666666667,0.0896830748482805,0.997063187349187,0.253116011505273,0.0725806451612903,0.442922416981777,0.282103138135545,0.851485148514851,NA,NA,0.177099212523794,0.4,0.401146131805158,0.337662337662337,0.136363636363636,0.6,0.001,0
0.181818181818182,0.4,0.129,0.797707349966285,0.016152693643915,0.282837967401726,0.288594470046083,0.726027392488023,0.696663314101466,0.97029702970297,0.526315789473684,0.473684210526316,0.216552007392956,0,0.742120343839542,0.192207792207792,0.922727272727273,0.5,0.001,0
0.454545454545455,0.6,0.0625,0.725556304787593,0.0778267115848662,0.456375838926175,0.660714285714286,0.878538817637171,0.110212344638303,0.95049504950495,0.43859649122807,0.456140350877193,0.151050099915487,0,0.6189111747851,0.394805194805195,0.656818181818182,0.4,0.001,0
0.454545454545455,0.6,0.0625,0.865138233310856,0.0740088215291431,0.292425695110259,0.637096774193548,0.864840222098993,0.155712852344489,1,0.543859649122807,0.543859649122807,0.162716121541463,0,0.378223495702006,0.205194805194805,0.0477272727272727,0.75,0.002,0
0.454545454545455,0.6,0.0625,0.78422117329737,0.076064612791156,0.464046021093001,0.648617511520737,0.905936182900626,0.110212344638303,0.0594059405940594,NA,NA,0.211283736286303,0,0.607449856733524,0.444155844155844,0.665909090909091,0.85,0.001,0
0,0,1,0.738368172623061,0.0455212682809292,0.171620325982742,0.625576036866359,0.831050277623741,0.175935278785431,0.801980198019802,0.56140350877193,0.614035087719298,0.115285884666725,0,0.415472779369627,0.21038961038961,0.240909090909091,0.65,0.001,0
0.272727272727273,0.4,0.129,0.797707349966285,0.00440527499233072,0.325023969319271,0.288594470046083,0.598173543819854,0.64105156906777,0.821782178217822,0.43859649122807,0.43859649122807,0.307344775565332,0,0.73352435530086,0.197402597402598,0.804545454545455,0.15,0.001,0
0.0909090909090909,0.2,0.4375,0.531355360755226,0.273421414186092,0.350910834132311,0.758640552995392,0.757077635274347,0.611729026621373,1,NA,NA,0.133610305907256,0,0.392550143266476,0.176623376623377,0.154545454545455,0.6,0.001,1
0.181818181818182,0.2,0.145833333333333,0.0896830748482805,0.997063187349187,0.424736337488015,0.0725806451612903,0.442922416981777,0.261880663480535,0.554455445544555,NA,NA,0.180653518367863,0.6,0.426934097421204,0.0961038961038959,0.165909090909091,0.35,0.001,0
0.545454545454545,0.6,0.00729166666666667,0.0896830748482805,1,0.253116011505273,0.0725806451612903,0.442922416981777,0.282103138135545,0.851485148514851,NA,NA,0.205628440765519,0,0.378223495702006,0.0701298701298699,0.170454545454545,0.45,0.001,0
0.181818181818182,0.4,0.135416666666667,0.865138233310856,0.145374410843553,0.203259827420901,0.740783410138249,0.748858530207567,0.378159736051122,0.841584158415842,0.43859649122807,0.43859649122807,0.192548595259346,0,0.63323782234957,0.444155844155844,0.654545454545455,0.65,0.001,0
0.454545454545455,0.6,0.0655,0.440323668240054,0.258443434399282,0.287631831255992,0.591013824884793,0.778995510066401,0.631951453062311,1,NA,NA,0.120680531092278,0,0.378223495702006,0.0935064935064936,0.0363636363636364,0.6,0.001,0
0.181818181818182,0.2,0.25,0.503034389750506,0.0719529742510177,0.196548418024928,0.539170506912442,0.800913210671361,0.575328562599539,0.801980198019802,0.578947368421053,0.56140350877193,0.0988176009225398,0,0.547277936962751,0.11948051948052,0.0954545454545455,0.2,0.001,0
0.454545454545455,0.6,0.0625,0.699932569116655,0.0866372615695248,0.445829338446788,0.688940092165899,0.900456692429226,0.125379164469009,0.0594059405940594,NA,NA,0.116802388493527,0,0.638968481375358,0.397402597402597,0.647727272727273,0.7,0.001,0
0.272727272727273,0.4,0.135416666666667,0.699932569116655,0.0807635802517888,0.327900287631831,0.752304147465438,0.940639303209822,0.132962610544913,0.544554455445545,0.43859649122807,0.456140350877193,0.139368281374648,0,0.621776504297994,0.316883116883117,0.563636363636364,0.55,0.001,0
0.272727272727273,0.4,0.129,0.907619689817937,0.016152693643915,0.422818791946309,0.288594470046083,0.675799150785665,0.696663217673327,0.673267326732673,NA,NA,0.323315456491347,0,0.69054441260745,0.220779220779221,0.868181818181818,0.45,0.001,0
0.272727272727273,0.4,0.129,0.797707349966285,0.00293686866692564,0.325023969319271,0.288594470046083,0.593607316275945,0.68402428552236,0.900990099009901,0.508771929824561,0.526315789473684,0.118958667372262,0,0.679083094555874,0.267532467532467,0.877272727272727,0.6,0.001,0
0.181818181818182,0.4,0.129,0.797707349966285,0.016152693643915,0.282837967401726,0.288594470046083,0.689497746323845,0.676440887660522,0.97029702970297,0.421052631578947,0.350877192982456,0.177020227949481,0,0.759312320916905,0.205194805194805,0.961363636363636,0.6,0,0
0.272727272727273,0.4,0.129,0.907619689817937,0.016152693643915,0.422818791946309,0.288594470046083,0.671232923241756,0.696663217673327,0.673267326732673,NA,NA,0.131090697986683,0,0.799426934097421,0.103896103896104,0.811363636363636,0.4,0.001,0
0.454545454545455,0.6,0.0625,0.699932569116655,0.0748898429179436,0.327900287631831,0.752304147465438,0.899543342408184,0.0899898940903268,0.158415841584158,0.491228070175439,0.456140350877193,0.329255096479658,0,0.636103151862464,0.436363636363636,0.627272727272727,0.55,0.001,0
0,0,1,0.699932569116655,0.0807635802517888,0.327900287631831,0.752304147465438,0.936073075665909,0.145601639124018,0.138613861386139,1,0.929824561403509,0.273586768504111,0,0.409742120343839,0.223376623376624,0.206818181818182,0.3,0.001,0
0,0,0.8125,0.696561024949427,0.103083703697855,0.203259827420901,0.625576036866359,0.794520544366016,0.635995938350502,0.316831683168317,0.56140350877193,0.578947368421053,0.124787728956535,0,0.389684813753582,0.0805194805194803,0.0704545454545455,0.55,0.001,1
0.272727272727273,0.6,0.0625,1,0.139500729525817,0.0757430488974113,1,0.684931562326709,0.954499419972707,0.663366336633663,0.385964912280702,0.421052631578947,0.213084584580631,0,0.716332378223495,0.467532467532468,0.859090909090909,0.65,0.001,0
0,0,1,0.932569116655428,0.079882502846879,0.551294343240652,0.887672811059908,0.931506848122006,0.144590493694937,0.0297029702970297,0.421052631578947,0.385964912280702,0.431484831012503,0.2,0.432664756446992,0.181818181818182,0.236363636363636,0.4,0.001,0
0.454545454545455,0.6,0.0625,0.699932569116655,0.0748898429179436,0.327900287631831,0.752304147465438,0.904109569952096,0.155712852344489,0.0792079207920792,0.56140350877193,0.596491228070175,0.141682529402008,0,0.458452722063037,0.267532467532467,0.204545454545455,0.75,0.001,0
0,0,1,0.699932569116655,0.0748898429179436,0.327900287631831,0.752304147465438,0.949771671204092,0.15065722162722,0.663366336633663,0.491228070175439,0.526315789473684,0.112237080098257,0,0.412607449856734,0.218181818181818,0.213636363636364,0.5,0.001,0
0.454545454545455,0.6,0.0625,0.699932569116655,0.0748898429179436,0.327900287631831,0.752304147465438,0.958904126291907,0.110212344638303,0.811881188118812,0.719298245614035,0.684210526315789,0.110886443877511,0,0.418338108882522,0.246753246753247,0.236363636363636,0.45,0.001,0
0.181818181818182,0.4,0.129,0.797707349966285,0.016152693643915,0.282837967401726,0.288594470046083,0.726027392488023,0.671385256943254,0.97029702970297,0.754385964912281,0.736842105263158,0.177083415608932,0,0.722063037249283,0.220779220779221,0.877272727272727,0.4,0.001,0
0.454545454545455,0.6,0.0208333333333333,0.0896830748482805,1,0.253116011505273,0.0725806451612903,0.415525138811871,0.241658237039592,0.603960396039604,0.684210526315789,0.614035087719298,0.147250941891049,0,0.3810888252149,0.150649350649351,0.186363636363636,0.4,0.001,0
0,0,0.5,0.701955495616993,0.0837004489187147,0.312559923298178,0.538594470046083,0.894977201957826,0.145601639124018,0.0099009900990099,0.333333333333333,0.315789473684211,0.234307739698437,0.2,0.607449856733524,0.412987012987013,0.629545454545455,0.75,0.001,0
0.454545454545455,0.6,0.0655,0.531355360755226,0.261380303066205,0.287631831255992,0.68721198156682,0.771689580833565,0.626895822345043,1,NA,NA,0.124187446191759,0,0.392550143266476,0.116883116883117,0.1,0.7,0.001,0
0.363636363636364,0.6,0.00729166666666667,0.0896830748482805,0.997063075316964,0.424736337488015,0.0725806451612903,0.452054828522822,0.332659252451968,0.801980198019802,0.789473684210526,0.754385964912281,0.169587779506662,0,0.478510028653295,0.0389610389610387,0.0863636363636364,0.5,0.001,0
0.454545454545455,0.6,0.0655,0.531355360755226,0.258443434399282,0.287631831255992,0.68721198156682,0.780821948827837,0.642062714496852,1,NA,NA,0.123121154438538,0,0.415472779369627,0.0805194805194803,0.15,0,0.001,0
0.454545454545455,0.6,0.0625,0.699932569116655,0.0748898429179436,0.327900287631831,0.752304147465438,0.97260272183009,0.115267951248538,0.811881188118812,0.859649122807018,0.807017543859649,0.177359861619026,0,0.401146131805158,0.225974025974026,0.238636363636364,0.5,0.001,0
0.272727272727273,0.4,0.135416666666667,0.699932569116655,0.0837003929026022,0.327900287631831,0.752304147465438,0.913242025039911,0.135490425903548,0.188118811881188,0.491228070175439,0.456140350877193,0.188457194309951,0,0.630372492836676,0.407792207792208,0.656818181818182,0.65,0.001,0
0.454545454545455,0.6,0.03125,0.109912339851652,0.639647575759969,0.114093959731544,0.176267281105991,0.43470322482145,0.254297265618698,0.782178217821782,NA,NA,0.13657222744398,0,0.406876790830946,0.0805194805194803,0.111363636363636,0.85,0.001,0
0,0,0.625,0.696561024949427,0.0719529742510177,0.315436241610738,0.539170506912442,0.83561650516765,0.661273995508713,1,0.684210526315789,0.666666666666667,0.340913219648203,0,0.424068767908309,0.246753246753247,0.215909090909091,0.4,0.001,1
0.545454545454545,0.6,0.0104166666666667,0.0896830748482805,1,0.253116011505273,0.0725806451612903,0.410958954814734,0.231547023819123,0.603960396039604,0.684210526315789,0.614035087719298,0.20295086369632,0,0.421203438395415,0.233766233766234,0.222727272727273,0.4,0.002,0
0.0909090909090909,0.2,0.395833333333333,0.696561024949427,0.0719529742510177,0.315436241610738,0.539170506912442,0.799086771909926,0.575328562599539,0.95049504950495,NA,NA,0.117315788226559,0,0.446991404011462,0.163636363636363,0.118181818181818,0.7,0.001,0
0.454545454545455,0.6,0.0655,0.440323668240054,0.258443434399282,0.287631831255992,0.591013824884793,0.780821948827837,0.626895822345043,1,NA,NA,0.208866808312337,0,0.467048710601719,0.0883116883116884,0.0613636363636364,0.45,0.001,0
0.454545454545455,0.6,0.0625,0.696561024949427,0.0778267115848662,0.315436241610738,0.539170506912442,0.803652999453834,0.60060661975775,0.0594059405940594,0.385964912280702,0.350877192982456,0.130845845806314,0,0.429799426934097,0.220779220779221,0.186363636363636,0.7,0.001,0
0.454545454545455,0.6,0.0625,0.696561024949427,0.0719529742510177,0.315436241610738,0.539170506912442,0.812785367448106,0.60060661975775,0.0594059405940594,0.43859649122807,0.421052631578947,0.127449509110871,0,0.378223495702006,0.192207792207792,0.215909090909091,0.7,0.001,0
0.454545454545455,0.4,0.0833333333333333,0.696561024949427,0.0837003929026022,0.315436241610738,0.539170506912442,0.789954403915655,0.625884676915961,0.099009900990099,0.473684210526316,0.456140350877193,0.159343480218313,0,0.432664756446992,0.251948051948052,0.190909090909091,0.75,0.001,0
